,course,institution,url,admission req,language req,deadline
51,International Master of Science in Physics,Julius-Maximilians-Universität Würzburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7017/,"Admission to the programme shall be conditional on the following prerequisites (to be met cumulatively):
1. A Bachelor’s degree (180 ECTS) completed at the University of Würzburg (JMU) or another higher education institution in Germany or abroad or an equivalent German or foreign qualification (e.g. State Examination)
and
2. Proof of the following:
a) Competences on a scale totalling at least 24 ECTS from modules in the following sub-areas of experimental physics: Mechanics, electromagnetism, optics, thermodynamics, atomic and molecular physics, solid state physics, nuclear and elementary particle physics
b) Competences on a scale of at least 22 ECTS from modules in the following subareas of theoretical physics: theoretical mechanics, quantum mechanics, theoretical electrodynamics, statistical mechanics, thermodynamics
c) Competences on a scale of at least 22 ECTS from modules in the following subareas of mathematics: analysis, linear algebra, differential equations, complex analysis
d) Competences on a scale of at least 12 ECTS from physics laboratory courses in the following subareas: mechanics, thermodynamics, electrics, atomic and nuclear physics, optics, computer systems and metrology
e) Competences on a scale of at least a further 30 ECTS from modules in the overall field of physics or minor subjects related to physics, and
f) A thesis on a scale of at least 10 ECTS on a topic from a subarea of physics or in the case of an interdisciplinary thesis on a topic in which physics methods are essentially applied, according to the ECTS credits scheme used at JMU for the BSc in Physics or – in the case of programmes not modularised within the meaning of the ECTS credits scheme – competences on the corresponding scale, as a rule acquired in the framework of the first degree indicated under letter a) (see above).
The required competences are taught at JMU in particular in the framework of the BSc in Physics (180 ECTS credits).
Required documents for application
(see ""Submit application to"")
Please submit your application by sending one e-mail with six single PDF files attached:
1. Certificates of a degree in a Bachelor's study programme (acquisition of 180 ECTS points) at the University of Würzburg or another national or international institution or a comparable national or international degree (for example, state examination)
2. Proof of a university or equivalent degree attesting the achieved overall grading
3. Proof of previously achieved study and examination performances (transcript of records), which documents the basic and advanced skills according to the programme criteria
4. Proof of English skills according to the programme criteria (see section ""Language requirements"")
5. A statement of purpose explaining why you have chosen to apply to our Master's programme (letter of motivation)
6. Letter of recommendation
Please follow strictly the procedure given above and send all documents of your application prior to the deadline.","Language requirements in English
The proof of skills in the English language should be at a level not lower than:
a) Test of English as a Foreign Language (TOEFL) with at least 550 points (paper-based TOEFL) or 72 points (Internet-based TOEFL)
b) International English Language Test System (IELTS) with a return of 6.0 or better
c) Cambridge Certificate in Advanced English (CAE)
d) English language degree better than ""satisfactory"" (7 out of 15 points) in case of a domestic university entrance qualification or equivalent proof of English language degree in case of a foreign university entrance qualification
In addition, German language skills (A2 according CEFR) are recommended, but they do not have to be proven.","For all applicants:
15 July for the following winter semester
	15 January for the following summer semester
"
52,International Master of Science in Quantum Engineering,Julius-Maximilians-Universität Würzburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7026/,"Admission to the programme shall be conditional on the following prerequisites (to be met cumulatively):
1. A Bachelor’s degree (180 ECTS) completed at the University of Würzburg (JMU) or another higher education institution in Germany or abroad or an equivalent German or foreign qualification (e.g. state examination)
and
2. Proof of
a) Competences on a scale totalling at least 29 ECTS from modules in fundamentals of nanosciences and further related basic and advanced modules,
b) Competences on a scale totalling at least 8 ECTS from modules in chemistry,
c) Competences on a scale totalling at least 27 ECTS from modules in the following subareas of experimental physics: mechanics, electromagnetism, optics, thermodynamics, atomic and molecular physics, solid state physics,
d) Competences on a scale of at least 12 ECTS from modules in the following sub-areas of theoretical physics: Theoretical quantum mechanics, thermodynamics, statistical mechanics, 
e) Competences on a scale of at least 18 ECTS from modules in the following sub-areas of mathematics: Analysis, linear algebra, differential equations,
f) Competences on a scale of at least a further 18 ECTS from physics or engineering laboratory courses or as well as industrial internships, and
g) A thesis on a scale of at least 10 ECTS on a topic from a sub-area of ​​nanoscience or quantum technology or in the case of an interdisciplinary thesis on a topic in which methods of nanosciences or quantum technology are essentially applied, according to the ECTS credits scheme used at JMU for the BSc in Quantum Technology or – in the case of programmes not modularised within the meaning of the ECTS credits scheme – competences on the corresponding scale, which as a rule, must be acquired in the framework of the first degree indicated under letter a) (see above).
The required competences are taught at JMU in particular in the framework of the BSc in Quantum Technology (180 ECTS credits).
Required documents for application
(see ""Submit application to"")
Please submit your application by sending one e-mail with six single PDF files attached:
1. Certificates of a degree in a Bachelor's study programme (acquisition of 180 ECTS points) at the University of Würzburg or another national or international institution or a comparable national or international degree (for example, state examination)
2. Proof of a university or equivalent degree attesting the achieved overall grading
3. Proof of previously achieved study and examination performances (transcript of records), which documents the basic and advanced skills according to the programme criteria
4. Proof of English skills according to the programme criteria (see section ""Language requirements"")
5. A statement of purpose explaining why you have chosen to apply to our Master's programme (letter of motivation)
6. Letter of recommendation
Please follow strictly the procedure given above and send all documents of your application prior to the deadline.","Language requirements in English
The proof of skills in the English language should be at a level not lower than:
a) Test of English as a Foreign Language (TOEFL) with at least 550 points (paper-based TOEFL) or 72 points (Internet-based TOEFL)
b) International English Language Test System (IELTS) with a return of 6.0 or better
c) Cambridge Certificate in Advanced English (CAE)
d) English language degree better than ""satisfactory"" (seven out of 15 points) in case of a domestic university entrance qualification or equivalent proof of English language degree in case of a foreign university entrance qualification
In addition, German language skills (A2 according CEFR) are recommended, but they do not have to be proven.","For all applicants:
15 July for the following winter semester
	15 January for the following summer semester
"
53,MA Animation and Game Direction,Darmstadt University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6274/,"Admission to the Animation and Game Direction Master’s degree programme requires a Bachelor's degree or German ""Diplom"" (or equivalent) in a related academic field. Graduates from a six-semester Bachelor's programme (180 CP) must apply for the four-semester Master's version. Graduates from a seven-semester Bachelor's programme (210 CP) can apply for the three-semester version of the programme, or they can apply for the four-semester Master's version if it suits them better. All applicants must give proof of English language proficiency (see below). Moreover they must pass the artistic entrance examination.",Applicants must give proof of English language proficiency of at least B2 level according to the CEFR (Common European Framework of Reference for Languages of the Council of Europe).,"FOR APPLICANTS WITH AN INTERNATIONAL UNDERGRADUATE DEGREE:
Winter semester: 1 June, summer semester: 1 December
FOR APPLICANTS WITH A GERMAN BACHELOR'S DEGREE OR ""DIPLOM"":
Winter semester: 1 August, summer semester: 1 February"
54,MA International Management & Information Systems (IMIS),South Westphalia University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4411/,"210 ECTS credits from a Bachelor's degree in Business, Business Informatics, or a similar field of study with a final grade better than or equivalent to the German grade 2.5 or the ECTS grade ""B"" is required.
Proof of English language required (see ""language requirements"")","According to the examination regulation, applicants must provide proof of their English skills:
IELTS Academic 6.5 (Reading and Writing each with a minimum band score of 6.0)
	TOEFL 575 (paper-based), 232 (computer-based), 91 (Internet-based)
","Non-EU applicants: 15 November for the following summer semester
EU applicants: 31 January for the following summer semester"
55,Master in Industrial Informatics – Specialisation Industrial Cyber-Physical Systems,Hochschule Emden/Leer - University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4775/,"Requirements for admission to the Master's programme in Industrial Informatics, specialisation ""Industrial Cyber-Physical Systems"" (MII-ICPS) are:
A Bachelor's degree (BA) of a university belonging to one of the Bologna Signatory States (210 ECTS):
	BA Electrical Engineering
		BA Computer Science
		BA Mechatronic Engineering
	

Or an equivalent degree at a German or foreign university in a technically appropriate study programme (the equivalence is set according to the requirements of the assessment proposals of the Corporate Centre for Foreign Education at the permanent registry of the Conference of German Culture Ministers [http://anabin.kmk.org/anabin.html])

Remark: Basic knowledge about real-time-critical systems and software engineering (including programming of industrial software systems) are essential requirements to successfully participate in this Master's programme.","Proficiency in English:
TOEFL-CBT > 220
TOEFL-iBT > 83
TOEFL-PBT > 500
IELTS >= 6
ELSA > 100
EPt > 500","Non-EU applicants, winter semester – 30 May
Non-EU applicants, summer semester – 30 November
German & EU applicants, winter semester – 15 July
German & EU applicants, summer semester – 15 January"
56,Master of Science in Artificial Intelligence Engineering,University of Passau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7784/,"You are eligible for this degree programme if the following applies to you:
You have an undergraduate university degree in computer science or mathematics with a computer science/mathematics component of at least 120 ECTS credits. Out of these 120 ECTS credits:
	at least 35 ECTS credits must have been earned in mathematics modules/courses, including theoretical computer science;
		at least 40 ECTS credits must have been earned in computer science modules/courses.
	
	If you completed a four-year, non-ECTS degree, the 120 ECTS credit requirement is deemed to be met if two-thirds of your credit points were earned in computer science/mathematics-related modules/courses.

This is further qualified as follows:
Your degree must have been earned over a course of study of a standard length of three years or more.
	The final grade for your first degree must be 2.7 or better under the German marking system, or the relevant equivalent final grade in a foreign marking system.
	If your final grade is not 2.7 (or the equivalent foreign grade) or better, you may still apply if you can prove that you ranked among the best 70% of graduates within your particular degree programme in the academic year in which your final certificate was issued (i.e. your cohort).
		In that case, you should provide an official certificate from your university registrar specifying the total number of graduates of your cohort as well as, importantly, the rank number/percentile you attained on the basis of your final grade.
		
	
	As part of the application, you must submit an English or German-language abstract/summary of your undergraduate dissertation/Bachelor's thesis/final year project.
	If you did not write a dissertation/thesis as a formal part of your prior degree programme, you may instead submit an academic research paper or publication that demonstrates your ability to solve a scientific research problem independently.
	
	If you do not have your degree certificate and final transcript at the time of application:
	If you cannot provide your final Bachelor's (or equivalent) certificate and transcript but are in the final semester of your degree programme at the time of application, you may include the transcripts thus far available reflecting the courses previously taken as well as all results and current marks/grades.
		You will then be considered for a conditional offer, in which case you would have to present your degree certificate and final transcript at enrolment or within 10 weeks after the first day of lectures.
			This will be approved only if you have already completed all coursework and assessments for your first degree at the beginning of the degree programme at the University of Passau and have submitted a (preliminary) transcript showing an average (preliminary) grade of 2.7 or the equivalent foreign grade.
		
	

Please note that we only recognise degrees awarded by universities with ""H+"" status in the Anabin database of the German Central Office for Foreign Education.","Unless English was the language of instruction for your prior university education, you should provide a language certificate at level B2 of the Common European Framework of Reference for Languages (CEFR), such as:
TOEFL (567 paper-based, 87 Internet-based, ITP 543 ""silver"" or better)
	IELTS (score 5.5)
	Cambridge English Language Assessment at level ""Advanced"" (CAE) or ""Proficiency"" (CPE)
	or an equivalent English language certificate
	A first degree or secondary education completed exclusively in English also counts as proof of English-language proficiency.

To facilitate living in Germany, you should ideally also have German language skills at level A1 CEFR (beginner level). If you cannot provide a certificate but can meet all other requirements, you will still be admitted to the programme. However, you will complete a compulsory beginner's German course during the first year of study in addition to your regular modules.","The application round for the April intake starts in mid-November of the previous year. For the October intake, the application round starts in early April. As the application deadlines can currently change on short notice, we ask that you check our application pages closer to the time for the specific dates (and what documents you need to submit)."
57,Master of Science in Computer Engineering,Paderborn University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5625/,"BSc in Computer Engineering or a related subject with a very good CGPA
Alternatively, a GRE test with a score of at least 157 points in ""Qualitative Reasoning"" and at least 4.0 in ""Analytical Writing""","Applicants must provide proof of their English skills at level C1 of the European Framework of Reference for Languages, e.g., TOEFL iBT 80, TOEFL (paper-based) 550, Cambridge Certificate of Advanced English (CAE) B, or British Council IELTS minimum band 6.5.
Applicants holding a Bachelor's degree from an institution in Australia, Great Britain, Ireland, Canada, New Zealand, or the USA do not have to provide proof of their English skills.","Winter semester (starting in October): 31 May
Summer semester (starting in April): 30 November"
58,Master of Science in Computer Science,University of Passau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4455/,"Applicants are required to have a first university degree (e.g. Bachelor's degree) in computer science, Internet computing, or a related discipline with a minimum computer science content of 110 ECTS credits, obtained after completing a three-year full-time undergraduate programme. This degree should be ranked among the best 70% of your cohort, or with a final result of, or equivalent to, 2.7 (or better) on the German grading scale.","This programme can be entirely studied in English, in German, or in a mix of the two, by choosing the relevant modules taught in the respective languages.
If you intend to study this programme in German, you should provide proof of one of the following:
German at level B2 CEFR (e.g. DSH-1; TestDaF TDN 3×4, or equivalent)

or
English at level B2 CEFR (e.g. TOEFL 567 PBT, 87 iBT, ITP starting from 543 ""silver""; IELTS 5.5, Cambridge English Language Assessment (CAE or CPE), or an equivalent certificate) plus German skills at level A1 CEFR (i.e. beginner's level).

Do not worry if you do not have basic German skills or cannot provide a certificate, as you will take a free German language beginner's course during the first year of studies in Passau.
If you have completed some of your education – e.g. your secondary school or a university degree programme – in German or English, this counts as proof of language proficiency in the relevant language and you do not have to show an additional language certificate for that language.","The application round for the April intake starts in mid-November of the previous year; for the October intake, the application round starts in early April. As the application deadlines can currently change on short notice, we ask that you check our application pages closer to the time for the specific dates (and what documents you need to submit)."
59,Master of Science in Computer Science,Paderborn University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5616/,"BSc in computer science or a related subject
General higher education entrance certificate or equivalent
A GRE test is required if the grade of your Bachelor degree has a value of 1.5 or higher when converted to the German grading system.
Your Bachelor's degree should contain at least 20 credits in Software Engineering, at least 20 credits in Theoretical Computer Science, at least 15 credits in Technical Informatics, at least 15 credits in Basic Mathematics of Computer Science, and at least 8 credits in Human-Computer Interaction.","TOEFL with a 550 (paper-based) or 80 (Internet-based) score; IELTS 6.5; Cambridge First Certificate Degree B; or British Council IELTS, Minimum Band 6.5","Winter semester (starting in October): 31 May
Summer semester (starting in April): 30 November"
60,Master of Science in Computer Science,Kiel University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6148/,"Admission to our Master's programme is only possible with a Bachelor's degree in computer science that is comparable to the Bachelor's degree in computer science awarded by our department.
The Bachelor's and Master's studies in Kiel are research-oriented. Therefore, Bachelor's degrees achieved outside of Kiel often lack fundamental concepts in theoretical and practical topics, such as advanced programming (beyond object-oriented concepts), mathematical foundations (especially mathematical proofs), theory of computation, and logic in computer science. To adapt this knowledge to the Kiel Bachelor's degree, applicants from outside the ""Bologna region"" will probably have to attend and pass exams in these fields before they can be admitted.",English language skills must be proved via a GRE test result with at least 145 points in verbal reasoning. There are no exceptions to this rule.,The application deadline for the summer semester is 15 January. The application deadline for the winter semester is 15 July.
61,Master of Science in Computer Science,Bingen Technical University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8324/,"A Bachelor’s degree or diploma in a computer science course of study or a related degree course of study and eligibility under Section 65 of the German Higher Education Act by possessing an entrance qualification for a university of applied sciences, a general higher education entrance qualification (Fach-/Hochschulreife) or similar
	Final grade of ECTS Grade B or better (alternatively a grade point average of 2.5 or better)
	At least 210 credits (in exceptional cases, 180 credits with additional qualifications)
","No formal proof is required, but English skills at a B2 level are expected.",Provided by the Bingen Technical University of Applied Sciences
62,Master of Science in Data Science,Trier University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5351/,"Applicants to the MSc in Data Science programme must fulfil the following requirements:
Proof of a Bachelor's degree (acquisition of at least 180 ECTS from a domestic or foreign university) fulfilling one of the following criteria:
a final grade of 2.0 or better (German grading system) in the field of computer sciences (computer sciences or business informatics), economics, or mathematics (applied mathematics or business mathematics)

The examination board makes case-by-case decisions on applications with a final grade between 2.1 and 2.5 (German grading system) and/or a Bachelor's degree in fields not explicitly mentioned above. All applicants must include a letter of motivation with regard to the study programme with their application. Furthermore, applicants have to prove their English language proficiency according to the current regulations of Trier University (information can be found on the university website).
Detailed information for potential applicants can be found on the programme website and here: https://www.uni-trier.de/index.php?id=73312. Please read the information document linked above thoroughly before sending e-mails to the contact person, as this will typically already answer most of your questions.
Please refrain from sending e-mails regarding your eligibility for the programme to the contact person as the decision is made by the examination board. However, the information document linked above should give you a good idea about whether your profile fits the programme.
You can find the current examination regulations on the programme website. Since the examination regulation is a legal document, it is only available in German.","Applicants must prove their English language proficiency at level C1 based on the Common European Framework through one of the following tests. The test must have been taken within the last three years:
TOEFL (Code 9208): at least 215 points (computer-based) or 550 points (paper-based) or 80 points (Internet-based)
	Cambridge Certificate in Advanced English (CAE) / C1 Advanced
	IELTS (at least 6.0 points in the overall score)
	UNIcert III

Equivalent to one of the tests is proof of:
Being a native speaker from Great Britain, Northern Ireland, Ireland, USA, Canada, Australia, New Zealand, or Malta
	Two years of full-time study in an English-taught programme in one of the above-mentioned English-speaking countries (undertaken within the past two years)
	At least five school years of English in secondary education and at least five points in English at ""Abitur"" level (only Germany and Luxembourg)
","Non-EU citizens:
31 May 2023 for the winter semester 2023/2024
	No application for the summer semester 2023 possible

EU citizens:
 15 July 2023 for the winter semester 2023/2024
	 15 January 2023 for the summer semester 2023

Applicants with German university admission qualifications:
15 September 2023 for the winter semester 2023/2024
	15 March 2023 for the summer semester 2023
"
63,Master of Science in Geoinformatics,Trier University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6304/,"The Master’s programme in Geoinformatics is designed for students who have obtained one of the following:
a Bachelor’s degree in Geoinformatics or
	a Bachelor's degree in a related field, for example: Bachelor's degree in environmental sciences or similar

Applicants must submit the following:
personal statement / motivation letter
	CV
","Applicants must prove their English language proficiency level C1, based on the Common European Framework through one of the following tests. The test must have been taken within the last three years:
TOEFL (Code 9208): at least 215 points (computer-based) or 550 points (paper-based) or 80 points (Internet-based)
	Cambridge English: Advanced (CAE) / C1 Advanced
	IELTS (at least 6.0 points)
	UNIcert III

Equivalent to one of the tests is proof of:
being a native speaker
	two years of full time study in an English-taught programme, in an English-speaking country and undertaken within the past two years
	at least five school years of English in secondary education and at least five points in English at ""Abitur"" level (only Germany and Luxembourg)
","Non-EU citizens:
31 May 2023 for the winter semester 2023/2024

EU citizens:
15 July 2023 for the winter semester 2023/2024
	15 January 2024 for the summer semester 2024

Applicants with a BA or MA degree from a German university:
15 September 2023 for the winter semester 2023/2024
	15 January 2024 for the summer semester 2024

Please find more information concerning admission requirements, application deadlines, and costs here: https://www.uni-trier.de/index.php?id=9242"
64,Master of Science in Information Systems,University of Münster,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4010/,"Bachelor's degree (or equivalent) in information systems, computer science, business administration, or in a closely related area (minimum average grade 2.9)
	A solid foundation of knowledge in computer science, information systems, quantitative methods, and business administration (18 credits in each subject area)
",Applicants must provide proof of their English skills: level C1 of the Common European Framework of Reference for Languages.,"EU and Non-EU students:
10 May to 15 July for the following winter semester
10 November to 15 January for the following summer semester"
65,Master of Science in International Software Systems Science,University of Bamberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4521/,"Admission to the Master's Programme in International Software Systems Science is granted to applicants who have completed at least the equivalent of a three-year (180 ECTS) Bachelor's degree in Software Systems Science or a closely related field at a university or equivalent academic institution of higher education. The qualifying Bachelor's degree must have been passed with a grade of 2.7 or better on the German grading scale (or equivalent).
A closely related Bachelor's degree, as a rule, must cover at least 115 ECTS credit points worth of modules in computer science and software engineering, including a Bachelor's thesis in one of these fields or in applied computer sciences. The required 115 ECTS must contain at least
34 ECTS in mathematical foundations and theoretical computer science (such as propositional and predicate logic, linear algebra, calculus, probability theory, automata theory and formal languages, formal software verification, cryptography)
	33 ECTS in programming languages, algorithms and data structures, object-oriented modelling and software engineering)
","Applicants must provide proof of their English language proficiency at or above one of the following levels or the equivalent: IELTS 6.5, TOEFL iBT 90 (Internet-based).","EU applicants: The registration is open from 15 March for the summer semester and 15 September for the winter semester.
Non-EU applicants: The registration is open from 1 June for the following winter semester and from 1 December for the following summer semester."
66,Master's in Distributed Software Systems,Technical University of Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4258/,"Bachelor's degree (or equivalent) in computer science
For further details, visit the homepage of the MDSS.","Applicants must provide proof of their English skills: UNIcert level III, TOEFL test (paper-based 570, computer-based 230, internet-based 88), IELTS 6.5, CAE (grade C1) or equivalent","15 July for the following winter semester
15 January for the following summer semester
Dates for the written entrance exam:
September for the following winter semester
March for the following summer semester"
67,"Mathematical Modelling, Simulation and Optimisation (MSc)",University of Koblenz-Landau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4579/,"BSc degree or equivalent in Applied Mathematics, Applied Physics, Computer Science, or a related field","Applicants must have a good knowledge of spoken and written English equivalent to level B2 or a certificate that previous education was carried out in English.
German is not a requirement in order to study this Master's programme, but we recommend that students learn some basic German for daily use.","EU applicants:
	15 January for the summer semester
	15 July for the winter semester

Non-EU applicants:
	15 December for the summer semester
	15 June for the winter semester
	Due to the long visa application process, we strongly advise non-EU students to apply for the summer semester by 15 November and for the winter semester by 15 May.
"
68,Mathematics (MSc),University of Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3669/,"Academic admission requirements include a Bachelor's degree (preferably with honours) in mathematics. For details, see: www.uni-goettingen.de/en/473506.html.",English proficiency at level C1 or higher (e.g. IELTS band score 7.0 or iBT TOEFL 94),The application deadlines are the middle of January for the summer semester (starting in April) and the middle of July for the winter semester (starting in October).
69,Mathematics and Computer Science (MSc),Saarland University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4758/,"Applicants must have a Bachelor's degree in mathematics and computer science or a related Bachelor's degree. If you have studied mathematics with a minor in computer science or computer science with a minor in mathematics, you may qualify for admission depending on the content and scope of your minor. A preliminary admission can also be given under the condition that you have to pass certain missing lectures from the Bachelor's programme. The final decision on the admission and potential extra requirements is done by the examination board.","For applicants from abroad, we require a TOEFL test with at least 95/120 (Internet-based) or an IELTS with at least 7.0/9.0. The result can be filed subsequently if the test is scheduled no longer than three weeks after the admission deadline. Native speakers or applicants who have studied in a country in which English is the mother tongue are excluded from this rule. Applicants from India and Pakistan need to present an English test (TOEFL or IELTS).","Application deadlines:
15 November for the following summer semester
15 May for the following winter semester
International applications are very welcome."
70,Mathematics in Data Science,Technical University Munich,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4850/,"A qualified university degree in Mathematics, Computer Science (minor Mathematics), or comparable study programmes
Applicants with a degree from Bangladesh, China, India, Iran, or Pakistan will have to submit a GRE (General) Test. The required scores are:
Verbal reasoning: (will not be taken into account any more)
Quantitative reasoning: 157
Analytical writing: 3.5
The institutional code for the GRE is: 7806 Department 5199
For more information, see http://www.ma.tum.de/Studium/UnterlagenMScDSEn.
Alternatively, students can submit a score card from the Indian GATE test (Mathematics). The minimal qualifying score of the respective year is necessary.","Students who have not completed their education officially in English must demonstrate proficiency through a recognised language test such as ""Test of English as a Foreign Language"" (TOEFL) (at least 88 points on the TOEFL iBT), ""International English Language Testing System"" (IELTS) (at least 6.5 points), or ""Cambridge Main Suite of English Examinations"". If a Bachelor's thesis was written in English in your undergraduate programme, adequate proficiency in English is deemed proven.
This Master's programme can be completed in English and knowledge of the German language is not decisive for the admission decision.","Winter semester: 1 January to 31 May
Summer semester: 1 September to 30 November"
71,Media Technology MSc Programme,Technische Universität Ilmenau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4147/,"Bachelor's degree in electrical engineering, computer science, or computer engineering of at least six semesters (180 credits) from a university.
Basic knowledge of media technology (audio, video) is very helpful for a successful start to your studies.","Applicants must provide proof of their proficiency in English at level C1 with one of the following certificates:
TOEFL IBT 95
	TOEIC 945
	IELTS 7
	CEFR C1
	CAE
","Winter semester:
Application period for students with international certificates: 16 January to 15 May
	Application period for students with German certificates: 16 April to 15 September

Summer semester:
Application period for students with international certificates: 16 July to 15 November
	Application period for students with German certificates: 16 October to 15 March

Foreign applicants who need to apply for a visa to enter Germany should submit their application at least three months before the application deadline."
72,Medical Engineering – Branches of Study: Medical Image and Data Processing | Health and Medical Data Analytics & Entrepreneurship | Medical Robotics,FAU Erlangen-Nürnberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4407/,"Bachelor's degree (or equivalent) in computer science, electrical engineering, (bio)medical engineering or similar disciplines; students with a non-technical background (medicine, biochemistry, nursing, etc.) are not eligible.
	Advanced knowledge in the fields of mathematics, computer science, and electrical engineering
	Experience with Linux operating system
	Advanced programming skills in C/C++, Java, Matlab, Python

Each application will be checked individually by the entrance qualification board for medical engineering.
A self-assessment can be carried out on the programme website:
https://www.medical-engineering.study.fau.eu/prospective-students/joining-the-master-degree-program/","Applicants must provide proof of their English skills by means of:
Internet-based TOEFL score of at least 80
	paper-based TOEFL score of at least 547
	computer-based TOEFL score of at least 210
	IELTS score of min. 5.5
	Cambridge Certificate First Certificate in English (FCE) or Business English Certificate (BEC) Vantage
	UNIcert II

A first degree with English as the language of instruction will not be accepted as proof.","15 July for the following winter semester (starting 1 October)
15 January for the following summer semester (starting 1 April)
We strongly advise non-EU applicants to apply as early as possible in order to prevent visa problems.
The branch of study ""Health and Medical Data Analytics"" can only be started in the winter semester."
73,Medical Systems Engineering (MSE),Otto von Guericke University Magdeburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6905/,"The applicants should have a Bachelor's degree or equivalent degree in Electrical Engineering, Information Technology, Computer Science, Medical Technology, or comparable technical courses with an average grade of at least ""good"" (up to 2.5 in the German academic grading system). 
The completed degree should comprise :
at least 20 CP (according to ECTS) in the field of mathematics
	at least 15 CP (according to ECTS) in the field of physics / medical physics
	at least 20 CP (according to ECTS) in the field of electrical and information technology / electronics
	at least 10 CP (according to ECTS) in the field of computer science / programming
	at least 5 CP (according to ECTS) in the field of anatomy/ physiology

In addition, applicants must have sufficient knowledge of the English language (Level B2 of the Common European Framework of Reference for Languages [CEFR]).","TOEFL iBT (Test of English as a Foreign Language) – at least 90 points
	IELTS (International English Language Testing System) – at least 6.5 points
	Similar evidence corresponding to level B2 of the Common European Framework of Reference for Languages (CEFR).
","Internationals: 15 December
Nationals: 15 March"
74,MEng Artificial Intelligence for Smart Sensors and Actuators,Deggendorf Institute of Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7691/,"Undergraduate degree or equivalent containing a minimum of 210 ECTS credits from an accredited German or international university
Subject area: Mechatronics or other related fields of study
Additionally: Successfully completed aptitude assessment
The aptitude assessment is conducted as an exam and involves complex tasks on relevant topics of mathematics for engineers as well as physics, informatics, electrical engineering, system theory and control engineering questions. This written entrance examination is provided on site at the Cham technology campus and online. It determines course-specific skills and is therefore decisive for the admission to this postgraduate study programme.",Please find the language requirements for this degree course here: https://www.th-deg.de/en/apply#language-requirements.,"15 November to 15 January for March entries (summer semester)
15 April to 15 July for October entries (winter semester)"
75,MSc Applied Computer Science,Deggendorf Institute of Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4870/,"Bachelor’s degree in computer science or a similar field
	Admission test
",Please find the language requirements for this degree course here:https://www.th-deg.de/en/apply#language-requirements,"15 April to 15 July for October entries (winter semester)
15 November to 15 January for March entries (summer semester)"
76,MSc Artificial Intelligence and Data Science,Deggendorf Institute of Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7124/,"The eligibility requirements are a Bachelor's degree and at least 90 credit points from the field of computer science including 18 credits from the fields of artificial intelligence and/or data science.
In addition, an admission test has to be completed successfully.","English B2, as attested by a recognised language certificate
More information on the language requirements can be found here: https://www.th-deg.de/en/apply#language-requirements.",15 November to 15 January for March entries (summer semester at DIT / winter semester at University of South Bohemia)
77,MSc High Performance Computing / Quantum Computing,Deggendorf Institute of Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7744/,"Bachelor’s degree in computer science, physics, technology or a related subject
	successfully completed assessment test
	English level B2
","English level B2
Please find the language requirements for this degree course here: https://www.th-deg.de/en/apply#language-requirements.",15 November to 15 January for March entries (summer semester)
78,MSc Systems Engineering & Engineering Management,South Westphalia University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4062/,"University diploma/Bachelor's degree certificate indicating the final grade, all university end of year exam certificates with individual grades
All certificates must be accompanied by an explanation of the grading system. Copies must be officially authenticated.","Applicants must provide proof of their English skills:
TOEFL 575 (paper-based), 232 (computer-based), 90 (Internet-based)
IELTS 6.5","15 May for the winter semester
15 November for the summer semester"
